cls_0,cls_1,cls_2,cls_3,cls_4,max,mean,std,rank_0,rank_1,rank_2,DLD_sim_0,DLD_sim_1,DLD_sim_2,DLD_sim_3,DLD_sim_4,DLD_sim_5,DLD_sim_6,DLD_sim_7,DLD_sim_8,DLD_sim_9,DLD_sim_10,DLD_sim_11,DLD_sim_12,DLD_sim_13,DLD_sim_14,y
0.7614498138427734,2.994316887726483e-23,0.23855018615722656,1.4289552758089638e-15,1.4933105240893132e-38,0.7614498138427734,0.20000000298023224,0.29553747177124023,0.7614498138427734,0.23855018615722656,1.4289552758089638e-15,425.8635559082031,422.9701232910156,420.82513427734375,409.1273193359375,405.78729248046875,403.1539306640625,425.3990478515625,422.7099609375,420.38897705078125,414.38311767578125,411.7154541015625,409.65081787109375,397.9206237792969,394.07293701171875,390.84039306640625,0
0.9998668432235718,3.57515600457603e-10,0.00012595001317095011,7.1963977461564355e-06,3.794340666379537e-17,0.9998668432235718,0.20000000298023224,0.39993342757225037,0.9998668432235718,0.00012595001317095011,7.1963977461564355e-06,411.7785949707031,408.3254089355469,406.32904052734375,404.820556640625,401.08013916015625,398.7807312011719,409.0234375,405.46868896484375,402.96148681640625,407.43109130859375,404.67218017578125,402.4880065917969,399.6175537109375,395.5908508300781,393.4145202636719,0
0.9996988773345947,7.913084777235937e-19,0.0003011671651620418,3.2133069538531345e-09,7.479968101289767e-33,0.9996988773345947,0.20000000298023224,0.39984947443008423,0.9996988773345947,0.0003011671651620418,3.2133069538531345e-09,426.931884765625,424.2120361328125,422.4422912597656,413.2310791015625,410.44573974609375,408.2291259765625,424.3970947265625,421.7651672363281,419.3164367675781,419.9499206542969,417.8118896484375,416.2688903808594,403.77410888671875,399.3565673828125,396.48284912109375,0
0.9788087010383606,8.357554861504468e-07,0.0013586643617600203,0.019831834360957146,8.489741354367197e-09,0.9788087010383606,0.20000000298023224,0.3894769847393036,0.019831834360957146,0.9788087010383606,0.0013586643617600203,412.37249755859375,409.33544921875,407.5172119140625,408.00421142578125,404.58056640625,402.6670227050781,409.946533203125,407.3055725097656,405.393310546875,410.91436767578125,408.0413818359375,406.370361328125,406.664794921875,403.08551025390625,400.9119567871094,0
0.20279820263385773,4.61935329541573e-20,0.7972018122673035,2.8114881909656504e-14,1.948117767600991e-33,0.7972018122673035,0.20000000298023224,0.30875810980796814,0.7972018122673035,0.20279820263385773,2.8114881909656504e-14,415.14990234375,411.60357666015625,409.146240234375,401.37017822265625,396.9300537109375,394.6734619140625,415.2464904785156,412.2565002441406,409.7655029296875,405.2847900390625,401.66827392578125,399.3395690917969,391.84576416015625,386.7930908203125,383.5379333496094,0
0.015533429570496082,2.606090845347353e-07,2.021027739829151e-06,0.0010153275215998292,0.9834489226341248,0.9834489226341248,0.19999998807907104,0.39176884293556213,0.9834489226341248,0.015533429570496082,0.0010153275215998292,407.69091796875,404.0352478027344,401.6725158691406,403.80712890625,400.2881774902344,398.307861328125,404.41015625,401.14422607421875,398.8971862792969,406.06854248046875,403.1426696777344,401.4596862792969,408.739990234375,405.42584228515625,403.3809814453125,0
0.9804157614707947,0.003029245650395751,1.020895723513604e-07,1.2963399242948981e-08,0.016554830595850945,0.9804157614707947,0.19999998807907104,0.3902558982372284,0.9804157614707947,0.016554830595850945,0.003029245650395751,420.07470703125,417.64337158203125,416.2237548828125,418.39556884765625,415.84136962890625,413.92523193359375,414.95550537109375,412.24334716796875,410.6654052734375,413.8242492675781,411.595703125,410.38067626953125,418.909912109375,416.2347717285156,414.7159118652344,0
0.8956748843193054,5.2743334890692495e-06,0.10427845269441605,4.147065556026064e-05,2.3885747980206817e-12,0.8956748843193054,0.20000000298023224,0.3501735031604767,0.8956748843193054,0.10427845269441605,4.147065556026064e-05,408.129638671875,404.42657470703125,402.2026672363281,404.2384338378906,400.4361877441406,398.04180908203125,407.4242248535156,403.77142333984375,401.412841796875,404.1981201171875,401.29339599609375,399.28704833984375,399.12384033203125,395.7137145996094,393.2712097167969,0
0.12804833054542542,0.00012205535313114524,0.08989550918340683,0.7819055318832397,2.85377445834456e-05,0.7819055318832397,0.19999998807907104,0.295246958732605,0.7819055318832397,0.12804833054542542,0.08989550918340683,425.75762939453125,423.89813232421875,422.671875,423.70361328125,421.4940185546875,420.17431640625,425.48077392578125,423.808837890625,422.6841735839844,426.06817626953125,424.5313720703125,423.5375061035156,423.1194152832031,421.0641784667969,419.73516845703125,0
0.004282318986952305,3.1600674854637134e-10,4.284584065317176e-06,0.9954801797866821,0.00023318908642977476,0.9954801797866821,0.19999998807907104,0.39774343371391296,0.9954801797866821,0.004282318986952305,0.00023318908642977476,413.78790283203125,411.02471923828125,409.2684326171875,408.35919189453125,405.63067626953125,403.66912841796875,411.80255126953125,408.65771484375,406.7135314941406,415.3813171386719,412.9389953613281,411.20941162109375,412.98992919921875,409.9793395996094,408.20135498046875,0
0.9240647554397583,0.019213499501347542,0.004892450291663408,0.05182759836316109,1.7696218037599465e-06,0.9240647554397583,0.20000001788139343,0.3624844253063202,0.05182759836316109,0.9240647554397583,0.019213499501347542,422.36077880859375,420.01727294921875,418.65802001953125,421.3165588378906,418.75933837890625,417.08709716796875,420.6429443359375,418.2637023925781,416.8883056640625,421.1770324707031,419.2059020996094,417.77227783203125,418.5498046875,415.5438232421875,413.7767333984375,1
0.2003214806318283,0.000836242747027427,3.8177600799826905e-05,0.7987932562828064,1.0821197065524757e-05,0.7987932562828064,0.20000000298023224,0.3092572093009949,0.7987932562828064,0.2003214806318283,0.000836242747027427,424.86346435546875,423.16424560546875,422.05181884765625,423.3740234375,421.15887451171875,420.0678405761719,422.4560546875,420.145751953125,418.91217041015625,425.33740234375,423.61199951171875,422.51324462890625,422.07696533203125,419.6854248046875,418.49090576171875,1
7.637053727194143e-07,1.1589016692906823e-13,3.941842338650581e-11,3.790472935527589e-10,0.9999992847442627,0.9999992847442627,0.20000000298023224,0.3999996483325958,0.9999992847442627,7.637053727194143e-07,3.790472935527589e-10,412.43365478515625,409.5762023925781,407.9541320800781,407.67425537109375,404.30438232421875,402.2841796875,409.37957763671875,406.2767333984375,404.43609619140625,409.8083190917969,407.20977783203125,405.3376770019531,416.8819580078125,414.39080810546875,412.7762451171875,1
0.882756769657135,3.719565616882442e-15,0.11724326014518738,3.845349331923348e-13,4.866316569320729e-22,0.882756769657135,0.20000000298023224,0.3443851172924042,0.882756769657135,0.11724326014518738,3.845349331923348e-13,414.4877624511719,411.1843566894531,409.1478576660156,403.946044921875,400.1746826171875,397.5987548828125,413.5819091796875,410.6968994140625,408.52239990234375,404.9845275878906,401.7834777832031,399.5898132324219,399.0306396484375,394.95672607421875,391.88287353515625,1
7.895042472227942e-06,5.004052283652527e-08,1.4845812357222599e-09,3.6493419397487514e-09,0.9999920129776001,0.9999920129776001,0.19999998807907104,0.3999960124492645,0.9999920129776001,7.895042472227942e-06,5.004052283652527e-08,408.05804443359375,405.2757568359375,403.595947265625,406.7166748046875,403.57464599609375,401.5771179199219,405.6390686035156,402.3253173828125,400.386474609375,405.3367919921875,402.8311462402344,401.08233642578125,411.8491516113281,409.1970520019531,407.6328125,1
0.012388719245791435,0.9875274300575256,3.8707263172454986e-08,1.7880587677154836e-07,8.362752123503014e-05,0.9875274300575256,0.20000000298023224,0.3937928080558777,0.9875274300575256,0.012388719245791435,8.362752123503014e-05,410.9676208496094,408.24163818359375,406.510498046875,412.7491455078125,409.5849609375,407.76397705078125,406.809326171875,403.9857482910156,402.2484130859375,407.16473388671875,404.49249267578125,402.9164123535156,409.38922119140625,406.4547119140625,404.87762451171875,1
0.9999735355377197,7.191990336608001e-10,1.6561176380491816e-05,9.90000171441352e-06,1.4660247028928236e-13,0.9999735355377197,0.20000000298023224,0.39998680353164673,0.9999735355377197,1.6561176380491816e-05,9.90000171441352e-06,421.1654052734375,418.43658447265625,416.71575927734375,414.17242431640625,411.38568115234375,409.70654296875,417.312744140625,414.86236572265625,413.1341552734375,416.815185546875,414.66400146484375,413.3155517578125,411.5299377441406,408.55523681640625,406.6814270019531,1
0.27412331104278564,8.627423397911116e-08,0.7175612449645996,0.008315278217196465,8.045570609738206e-08,0.7175612449645996,0.20000000298023224,0.2793230712413788,0.7175612449645996,0.27412331104278564,0.008315278217196465,411.2071533203125,407.9779052734375,405.32244873046875,406.15643310546875,402.705322265625,400.6742858886719,410.97406005859375,408.20758056640625,406.288330078125,409.3765869140625,406.6809387207031,404.95458984375,405.94488525390625,402.7126159667969,400.80859375,1
0.008252360858023167,0.019623156636953354,6.163821672089398e-05,0.9720626473426819,2.247578549940954e-07,0.9720626473426819,0.20000000298023224,0.38609814643859863,0.9720626473426819,0.008252360858023167,0.019623156636953354,430.61639404296875,429.3769226074219,428.59478759765625,431.3465270996094,429.60223388671875,428.5054626464844,429.15435791015625,427.67791748046875,426.8587341308594,432.1544189453125,431.021484375,430.1809387207031,428.00787353515625,425.7340393066406,424.3350830078125,1
0.6396425366401672,0.2688652575016022,0.0006598125328309834,0.0908203274011612,1.2108514965802897e-05,0.6396425366401672,0.20000001788139343,0.2406989187002182,0.0908203274011612,0.6396425366401672,0.2688652575016022,426.4405517578125,424.71142578125,423.4530029296875,426.38702392578125,424.4329833984375,422.91815185546875,424.2078857421875,422.3797912597656,421.140625,425.5639343261719,424.10504150390625,422.9840393066406,423.10382080078125,420.92755126953125,419.6989440917969,1
0.9934222102165222,8.611120574641973e-05,0.0014149278867989779,0.005076725967228413,6.069123426044598e-09,0.9934222102165222,0.20000000298023224,0.3967154026031494,0.005076725967228413,0.9934222102165222,0.0014149278867989779,416.2464599609375,413.44244384765625,411.85888671875,413.50238037109375,410.23681640625,408.45526123046875,414.0341796875,411.25970458984375,409.69976806640625,414.35638427734375,411.830810546875,410.0840148925781,410.4368591308594,407.1053161621094,405.0921936035156,2
7.703668416070286e-06,0.9456163644790649,0.02497626096010208,0.029121892526745796,0.0002777322952169925,0.9456163644790649,0.19999998807907104,0.37300464510917664,0.029121892526745796,0.02497626096010208,0.9456163644790649,398.1380920410156,394.7928466796875,393.024169921875,402.25567626953125,398.7806701660156,396.6365966796875,400.68914794921875,397.5979919433594,395.75201416015625,400.626708984375,397.66131591796875,395.9046325683594,399.0281982421875,396.1397705078125,394.37200927734375,2
0.9998083710670471,8.006808757676787e-12,7.513752279919572e-06,0.00018418740364722908,1.2975546841244897e-16,0.9998083710670471,0.20000001788139343,0.39990419149398804,0.00018418740364722908,0.9998083710670471,7.513752279919572e-06,421.9549560546875,419.6213073730469,418.0494079589844,413.97222900390625,411.0179748535156,409.0849304199219,417.9946594238281,415.67315673828125,414.15936279296875,418.91558837890625,416.7486572265625,415.36224365234375,410.35943603515625,407.2095642089844,405.47613525390625,2
0.9602033495903015,1.3035356793977826e-08,0.002551922807469964,0.037244763225317,2.1686688000954746e-08,0.9602033495903015,0.20000000298023224,0.3803640902042389,0.037244763225317,0.9602033495903015,0.002551922807469964,416.2709655761719,413.76702880859375,412.00738525390625,410.5660095214844,407.580078125,405.7843322753906,414.26910400390625,411.66766357421875,410.17828369140625,414.8238830566406,412.6315612792969,411.3403015136719,411.0697021484375,407.5745544433594,405.79522705078125,2
0.12267250567674637,0.000677094329148531,0.00022508818074129522,0.8079724907875061,0.06845278292894363,0.8079724907875061,0.19999998807907104,0.30742621421813965,0.8079724907875061,0.12267250567674637,0.06845278292894363,406.422119140625,403.33135986328125,401.416748046875,404.71209716796875,401.59332275390625,399.66534423828125,404.42236328125,401.1097412109375,399.33740234375,406.99249267578125,403.9328918457031,402.12982177734375,406.146240234375,403.03021240234375,401.41033935546875,2
0.9076197147369385,1.705272750264497e-12,0.09238026291131973,1.0752253309931348e-08,2.2626121579872682e-27,0.9076197147369385,0.20000000298023224,0.3556143343448639,0.9076197147369385,0.09238026291131973,1.0752253309931348e-08,421.2171630859375,418.784912109375,416.9855041503906,412.5778503417969,409.73516845703125,407.67413330078125,420.2927551269531,418.03521728515625,416.374755859375,415.08990478515625,412.6934814453125,410.952880859375,402.3966064453125,398.33233642578125,395.002197265625,2
0.35483598709106445,0.00012517388677224517,0.21775580942630768,0.42728304862976074,3.2016757300912246e-11,0.42728304862976074,0.20000000298023224,0.1765768975019455,0.42728304862976074,0.35483598709106445,0.21775580942630768,415.42938232421875,412.87725830078125,411.06024169921875,412.85577392578125,410.25140380859375,408.31005859375,415.3783264160156,412.66253662109375,410.8377380371094,415.2093505859375,412.8977355957031,411.4456787109375,408.5439147949219,404.970458984375,402.7239990234375,2
0.37320253252983093,2.7634911248242133e-07,0.4375981092453003,0.18919910490512848,3.5408440623996285e-09,0.4375981092453003,0.20000000298023224,0.18252043426036835,0.4375981092453003,0.37320253252983093,0.18919910490512848,409.046142578125,405.89447021484375,403.8523864746094,404.35052490234375,401.1790771484375,399.14752197265625,409.07598876953125,406.066650390625,403.80963134765625,408.25128173828125,405.72698974609375,404.13543701171875,403.2919921875,399.6954650878906,397.3321838378906,2
0.8807976245880127,0.03770168498158455,4.0129958506440744e-05,2.2218753656488843e-05,0.08143836259841919,0.8807976245880127,0.20000000298023224,0.3417186439037323,0.8807976245880127,0.08143836259841919,0.03770168498158455,406.7082214355469,403.6773681640625,401.82733154296875,405.8336181640625,402.56427001953125,400.6638488769531,403.56317138671875,400.2666015625,398.38671875,402.91851806640625,400.1888427734375,398.5179748535156,406.03466796875,402.7770080566406,401.02020263671875,2
0.005094029940664768,0.011856994591653347,0.09462714195251465,0.8884214758872986,3.248694895319204e-07,0.8884214758872986,0.19999998807907104,0.3459518849849701,0.8884214758872986,0.09462714195251465,0.011856994591653347,422.91265869140625,421.14971923828125,420.0685119628906,423.4284973144531,421.41522216796875,420.1319885253906,424.0277404785156,422.03924560546875,420.98577880859375,424.7267150878906,422.86376953125,421.70172119140625,420.4539794921875,417.7351989746094,416.281494140625,2
1.0246591353180179e-09,1.3095107931349048e-07,0.0001750704977894202,0.9998247027397156,7.980487026770788e-08,0.9998247027397156,0.19999998807907104,0.39991235733032227,0.9998247027397156,0.0001750704977894202,1.3095107931349048e-07,421.5360107421875,419.38189697265625,418.25933837890625,423.27850341796875,421.0184020996094,419.73077392578125,425.232666015625,423.52197265625,422.4713134765625,427.98089599609375,426.47637939453125,425.418701171875,423.1075439453125,420.9136962890625,419.51116943359375,3
5.691502390908765e-12,2.0794383992495113e-09,1.1072012966906186e-05,6.806483725085855e-05,0.9999208450317383,0.9999208450317383,0.20000000298023224,0.3999604284763336,6.806483725085855e-05,0.9999208450317383,1.1072012966906186e-05,404.8889465332031,402.00830078125,400.2638244628906,407.0966796875,403.88714599609375,402.07818603515625,409.7683410644531,406.7501220703125,405.12353515625,410.1651306152344,407.51263427734375,405.78045654296875,413.07086181640625,410.697021484375,409.2852478027344,3
0.07474135607481003,8.196378331604137e-08,0.9127617478370667,0.01249663345515728,1.0959642793295643e-07,0.9127617478370667,0.19999998807907104,0.3574567139148712,0.9127617478370667,0.07474135607481003,0.01249663345515728,416.03875732421875,412.6207580566406,410.91754150390625,411.02203369140625,408.27825927734375,406.5534973144531,416.75439453125,413.6251220703125,411.699951171875,414.65057373046875,412.2731628417969,410.8646545410156,411.36895751953125,408.39166259765625,406.3836975097656,3
6.673059942841064e-06,8.073847311607096e-06,0.2624753713607788,0.7372094988822937,0.00030035446980036795,0.7372094988822937,0.19999998807907104,0.28718331456184387,0.7372094988822937,0.2624753713607788,0.00030035446980036795,421.0618896484375,419.2996520996094,418.12255859375,421.2679443359375,419.3662109375,418.0404968261719,424.6612548828125,422.7171630859375,421.68548583984375,424.9444580078125,423.073974609375,422.0783386230469,422.38922119140625,420.51068115234375,419.39111328125,3
2.6074825655086897e-05,7.122565875761211e-05,0.0001124373302445747,0.9889779686927795,0.010812261141836643,0.9889779686927795,0.20000000298023224,0.3945109248161316,0.9889779686927795,0.010812261141836643,0.0001124373302445747,420.74700927734375,418.42034912109375,417.13946533203125,421.4895935058594,418.65411376953125,417.168212890625,421.1231689453125,419.0274658203125,417.6176452636719,424.1686096191406,422.1338195800781,420.54779052734375,422.8988952636719,420.4071044921875,419.0283203125,3
6.929466334071321e-09,2.237283414086022e-10,0.330165296792984,0.6696444153785706,0.0001903245283756405,0.6696444153785706,0.20000001788139343,0.26736968755722046,0.6696444153785706,0.330165296792984,0.0001903245283756405,424.53253173828125,422.47100830078125,421.4000244140625,423.3826904296875,421.36846923828125,420.21917724609375,429.89202880859375,428.5647888183594,427.6260986328125,430.14788818359375,428.8526611328125,427.78948974609375,427.7501525878906,425.95953369140625,424.9146423339844,3
0.007075170055031776,1.2582432318275494e-10,0.12367727607488632,0.8692464232444763,1.172652901004767e-06,0.8692464232444763,0.20000000298023224,0.3379158079624176,0.8692464232444763,0.12367727607488632,0.007075170055031776,411.985595703125,408.54937744140625,406.65167236328125,405.96746826171875,402.64862060546875,400.72576904296875,412.5957336425781,409.66180419921875,407.79022216796875,413.09674072265625,410.28741455078125,408.6136779785156,408.76300048828125,405.72808837890625,403.99053955078125,3
